smiles,compound_name
CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,Compound_4801
O=C(O)c1ccnc2ccccc12,Compound_4802
O=C1OC(C(O)CO)C(=O)C1=O,Compound_4803
CCC(C)C(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CS)NC(=O)C(N)C(C)C)C(=O)NC(CO)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C,Compound_4804
OC1=NN=C2C=C(F)C=CC12,Compound_4805
CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21,Compound_4806
Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,Compound_4807
COc1cc(Nc2ccnc3ccc(Br)cc23)cc(OC)c1OC,Compound_4808
O=C(NCc1ccc(F)cc1)C1CCN([S@SP3](=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,Compound_4809
Nc1nc(=O)n(-c2cccc(-c3ccccc3)c2)cc1Cl,Compound_4810
COc1cccc(OC)c1-c1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,Compound_4811
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O[S@SP3](=O)(=O)[O-])CCC4(C)C3CCC12C.[Na+],Compound_4812
Cc1cccc(N2CC(CO)OC2=O)c1,Compound_4813
O=[S@SP2](=O)(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1cccs1,Compound_4814
O=C(Nc1ccc(I)cc1)c1ccc([N+](=O)[O-])o1,Compound_4815
O=C1/C(=N/Nc2nccs2)C(c2ccccc2)=NN1c1nc(-c2ccccc2)cs1,Compound_4816
CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2ccc3cccnc3c2O)CC1,Compound_4817
CCN(C)C(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,Compound_4818
O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,Compound_4819
CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,Compound_4820
Nc1nc2c(ccc3ccccc32)s1,Compound_4821
C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,Compound_4822
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,Compound_4823
O=C(Nc1nncs1)c1cccnc1,Compound_4824
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,Compound_4825
COc1cc(C(=O)OCc2cccc(COC(=O)c3cc(OC)c(OC)c(OC)c3)n2)cc(OC)c1OC,Compound_4826
C=C1CCOC1=O,Compound_4827
CN(C)CCc1nnc2cc(-c3ccccc3)c3cc(Cl)ccc3n12,Compound_4828
Cc1ncc(CO)c(/C=N/NC(=O)c2ccncc2)c1O,Compound_4829
C=C1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1(OC(C)=O)C(C)=O,Compound_4830
CCOC(=O)NC(=O)c1ccsc1NC(=O)c1nc2ccccc2s1,Compound_4831
O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,Compound_4832
CC(C)(C)N1C(=O)C(Nc2ccc(N3CCCCC3)cc2)=C(c2ccccc2)[S@SP3]1(=O)=O,Compound_4833
COc1ccc2c(Nc3cc(NC(=O)c4cccc(C(C)(C)C#N)c4)ccc3C)ncnc2c1,Compound_4834
Cc1cc(Cl)ccc1OCCCC(=O)NO,Compound_4835
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2.Cl,Compound_4836
Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(C(C)C)N2Cc3ccccc3C2=O)cc1,Compound_4837
Cc1nc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1cccc(N2CCC([S@SP2](C)(=O)=O)CC2)c1,Compound_4838
CCc1ccc(NC(=O)Nc2ccccc2)cc1,Compound_4839
CN1CCc2cc(Nc3ncc(C4CC4)c(NCCCNC(=O)C4CCC4)n3)ccc2C1.Cl,Compound_4840
O=C(Cn1nnc(-c2ccncc2)c1-c1ccccc1)Nc1ccc(-c2ccccc2)cn1,Compound_4841
O=[S@SP1](=O)(NCCN1CCNCC1)c1ccc(NC2CCCCC2)c(NCc2ccccc2)c1,Compound_4842
CC1C[S@SP1](=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,Compound_4843
OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,Compound_4844
O=C([O-])CCSCC1OC2OC3C(CSCCC(=O)[O-])OC(OC4C(CSCCC(=O)[O-])OC(OC5C(CSCCC(=O)[O-])OC(OC6C(CSCCC(=O)[O-])OC(OC7C(CSCCC(=O)[O-])OC(OC8C(CSCCC(=O)[O-])OC(OC9C(CSCCC(=O)[O-])OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Compound_4845
NC(=O)C1CCN(CC(=O)Nc2ccc(Br)cc2)CC1,Compound_4846
O=C(Nc1ccccc1C(=O)O)c1cc([S@SP3](=O)(=O)c2ccccc2)ccc1Cl,Compound_4847
Cl.Cl.Cl.NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,Compound_4848
CCCCCCCCCCC(=O)O,Compound_4849
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,Compound_4850
COC1=CC=C2N=CC(CC(N)C(=O)O)=C2C1,Compound_4851
NCCS(=O)O,Compound_4852
O=C(O)CCCCCCCCCCCCCCC(=O)O,Compound_4853
CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,Compound_4854
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,Compound_4855
C[N+](C)(C)[O-].O.O,Compound_4856
O=C(O)C(O)Cc1ccccc1,Compound_4857
O=C(O)CCC1=CN=C2C=CC=CC12,Compound_4858
CC1=CN=C2C=CC=CC12,Compound_4859
C=CC(=O)N1CC(NC2=NC=NC3=NC=CC32)CCC1C,Compound_4860
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Compound_4861
Cc1ccc2c(c1)C1(CCN(CCc3nc(-c4ccccc4)oc3C)CC1)OC(=O)N2,Compound_4862
O=C(Nc1ccccc1)c1ccc(Nc2nnc(-c3ccc(O)cc3)c3ccccc23)cc1,Compound_4863
O=C1CCC(NC(=O)Cc2ccccc2)C(=O)N1,Compound_4864
O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1ccc(Cl)cc1,Compound_4865
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],Compound_4866
COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,Compound_4867
COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O.Cl,Compound_4868
COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,Compound_4869
Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(=O)NCC(F)(F)F,Compound_4870
CC1CN(c2ccc3cc(C#N)c4nc5ccccc5n4c3n2)CC(C)N1,Compound_4871
CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1.[Cl-],Compound_4872
COc1ccc2c(C)nc(NC(=N)N)nc2c1,Compound_4873
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,Compound_4874
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,Compound_4875
O=C(NCC(c1ccccc1)n1ccnc1)c1ccc(-c2ccc(Cl)cc2)cc1,Compound_4876
Cl.NC(=O)c1ccc(OCCCN2CC3CCCC3C2)cc1,Compound_4877
CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O,Compound_4878
CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccnn2c1,Compound_4879
CC#CC(=O)NC1CCCN(C2=C(F)C=C(C(N)=O)C3=NC(C)=C(C)C32)C1,Compound_4880
CC(COc1ccccc1Cc1ccccc1)N1CCCCC1.O=[P@SP3](O)(O)O,Compound_4881
CC(C)c1cc(-c2ccc(F)c3ccccc23)nc(N)n1,Compound_4882
CCNC(=O)C1=CC2=C(c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)CN(C)C(=O)C2=N1,Compound_4883
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,Compound_4884
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,Compound_4885
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1.[Na+],Compound_4886
O=C(CBr)c1ccc(O)cc1,Compound_4887
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O,Compound_4888
Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1.[Na+],Compound_4889
CCCCCCCCCCCCCCCCn1cc[n+](Cc2ccccc2)c1C.[I-],Compound_4890
CC(C)CN(CC(C)C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1[N+](=O)[O-],Compound_4891
O=[S@SP2](=O)(Nc1ccc(F)cc1)c1ccccc1,Compound_4892
CC(C)(Cc1ccc2ccccc2c1)NCC(O)COc1cccc(Cl)c1C#N.Cl,Compound_4893
C[N+]1([O-])CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Compound_4894
CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C/C(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,Compound_4895
CCCCCC(O)/C=C/C1C(O)CC(=O)C1C/C=C\CCCC(=O)O,Compound_4896
CC1=Nc2ccccc2C1/C=C1\NC(=S)NC1=O,Compound_4897
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,Compound_4898
CCOc1ccc2nc([S@SP2](N)(=O)=O)sc2c1,Compound_4899
CC1(C)C2CCC1(C)C(O)C2,Compound_4900
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,Compound_4901
O=C1C=CC(=O)c2c(O)cccc21,Compound_4902
c1ccc(Cn2cc(CN(Cc3cn(Cc4ccccc4)nn3)Cc3cn(Cc4ccccc4)nn3)nn2)cc1,Compound_4903
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,Compound_4904
Cl.O=C(O)CCP(CCC(=O)O)CCC(=O)O,Compound_4905
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,Compound_4906
Nc1ccc([S@SP3](=O)(=O)Nc2ccnn2-c2ccccc2)cc1,Compound_4907
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1.Cl,Compound_4908
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,Compound_4909
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,Compound_4910
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1.Cl,Compound_4911
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,Compound_4912
CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC1=CN=C2C=CC=CC12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,Compound_4913
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,Compound_4914
CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,Compound_4915
CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,Compound_4916
NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,Compound_4917
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.O.O.[Cl-].[Cl-],Compound_4918
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,Compound_4919
CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,Compound_4920
CC[S@SP3](=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,Compound_4921
CC(=O)O/N=C1C(=C2\C(=O)Nc3cc(Br)ccc32)\Nc2ccccc2\1,Compound_4922
FC(F)(F)c1ccc(/C=C/c2cc(Cl)cc(Cl)c2)cc1,Compound_4923
Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc([S@SP3](=O)(=O)C(F)(F)F)cc1,Compound_4924
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],Compound_4925
COC(=O)c1ccccc1NC(=O)c1ccc(F)cc1,Compound_4926
O=C(c1cccs1)c1no[n+]([O-])c1C(=O)c1cccs1,Compound_4927
CC1OC1[P@SP1](=O)(O)O.NC(CO)(CO)CO,Compound_4928
COC(=O)CCC(=O)CN.Cl,Compound_4929
CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)[O-].CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)[O-].[Ca+2],Compound_4930
CC(=O)O.CC(=O)O.CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC1=CN=C2C=CC=CC12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,Compound_4931
CC(O)C(=O)[O-].[Na+],Compound_4932
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2.[Br-],Compound_4933
c1ccc(-c2oc3ncnc(NCC4CCCO4)c3c2-c2ccccc2)cc1,Compound_4934
Cc1ccc(C)c(OCCn2cc(C(=O)O)c3ccccc32)c1,Compound_4935
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,Compound_4936
Cn1cc(-c2ccc([S@SP3](=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1,Compound_4937
Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+],Compound_4938
Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,Compound_4939
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,Compound_4940
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1.O=[S@SP2](=O)([O-])O,Compound_4941
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1.Cl,Compound_4942
Cl.O=C1NC(=O)/C(=C/c2c[nH]c(=O)c(-c3ccc(N4CCNCC4)nc3)c2)S1,Compound_4943
N=C(N)NCCCC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O.O=C(O)C(F)(F)F,Compound_4944
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Compound_4945
CC/C(=C(\C1=CC=C2N=NC=C2C1)c1ccc(/C=C/C(=O)O)cc1)c1ccc(F)cc1Cl,Compound_4946
OCC1OC(SC2OC(CO)C(O)C(n3cc(-c4cccc(F)c4)nn3)C2O)C(O)C(n2cc(-c3cccc(F)c3)nn2)C1O,Compound_4947
Cc1cc([N+](=O)[O-])c(N[S@SP1](=O)(=O)c2cccc(C(=O)O)c2)cc1-c1cccnc1,Compound_4948
Cn1cc(-c2cc3c(N4CCN(c5ncc(C(C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,Compound_4949
CC(C)(O)c1cc(Nc2cc(Oc3cn(C4CC4)nc3C3CCOCC3)ccn2)ccn1,Compound_4950
CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,Compound_4951
Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1.Cl,Compound_4952
O=C(O)C(=O)CC1=CN=C2C=CC=CC12,Compound_4953
CCn1c(=O)c(-c2ccc(Cl)cc2Cl)cc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc21,Compound_4954
CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1.Cl,Compound_4955
O=C(O)c1cc2cccc([N+](=O)[O-])c2[nH]1,Compound_4956
CC(=O)O.Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Compound_4957
CNc1ncnc2c1ncn2Cc1ccccc1F,Compound_4958
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,Compound_4959
COc1cc(N2CCOCC2)ccc1Nc1ncc(F)c(Nc2ccccc2N[S@SP2](C)(=O)=O)n1.Cl,Compound_4960
CC1OC(O)C(O)C(O)C1O,Compound_4961
Cc1ccc([N+](=O)[O-])cc1[S@SP3](=O)(=O)N(C)C,Compound_4962
Cc1cccc(C2=NC(C34CCC(C(N)=O)(CC3)CC4)=NC2c2ccc3c(c2)OCO3)n1,Compound_4963
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,Compound_4964
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,Compound_4965
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12.Cl,Compound_4966
CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1.Cl,Compound_4967
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,Compound_4968
CC(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C(O)C(OC(C)=O)C(=C1C)C2(C)C,Compound_4969
Cc1c(C2=C(F)C=C(C(N)=O)C3=NC4=C(CCC(C(C)(C)O)C4)C32)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,Compound_4970
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)NCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,Compound_4971
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,Compound_4972
Cl.Cl.OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Compound_4973
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],Compound_4974
CCCCCOc1ccccc1/C(=C\SC)n1ccnc1.Cl,Compound_4975
Cl.O=C(C(Cc1cccc(C(F)(F)F)c1)N[S@SP3](=O)(=O)c1cc(F)c2c(c1)CCNC2)N1CCCC1,Compound_4976
Cc1cc(C)cc(Oc2ccc(CNC(=O)C(C)N)cc2C)c1,Compound_4977
O=C1OC2(c3ccccc31)c1ccc(O)c(O)c1Oc1c2ccc(O)c1O,Compound_4978
Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,Compound_4979
CCCS(=O)C1=CC=C2N=C(NC(=O)OC)N=C2C1,Compound_4980
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],Compound_4981
O=c1cc(-c2ccccc2)c2c(O)cc(O)cc2o1,Compound_4982
Brc1ccc(C2CN3CCSC3=N2)cc1.O=C(O)C(=O)O,Compound_4983
CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,Compound_4984
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,Compound_4985
CCC(=O)N1CCC(Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,Compound_4986
Cc1c(F)cccc1NC(=O)Nc1ccc(Cl)c([S@SP3](=O)(=O)C2CCCNC2)c1O,Compound_4987
CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4ccnc(N)n4)cc3)cc2C(F)(F)F)CC1,Compound_4988
O=C(O)CNC(=O)c1c(O)c2ccccc2n(OCC2CC2)c1=O,Compound_4989
CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)[O-])CC21.[Na+],Compound_4990
Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12,Compound_4991
CNc1nn2c(C)c(N(C)C)c(C)nc2c1[S@SP3](=O)(=O)c1ccccc1,Compound_4992
COc1cc(-c2cc(-c3ccc(Cl)cc3)nc(=O)[nH]2)ccc1O,Compound_4993
N#Cc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C#N)c(C(F)(F)F)c3)c2)cc1C(F)(F)F,Compound_4994
CO[S@SP3](=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1,Compound_4995
c1ccc(N2CCNCC2)nc1,Compound_4996
COC1=CC=C2N=CC(CCN)=C2C1,Compound_4997
Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,Compound_4998
COc1ccc2cc([S@SP3](=O)(=O)NC(CC(=O)NC(Cc3ccc(CN4C(C)CCCC4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1.Cl,Compound_4999
O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F,Compound_5000
CC(C)(C)c1cc(O)ccc1O,Compound_5001
O=C1NC(C(=O)O)CS1,Compound_5002
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,Compound_5003
CC(C)CNc1ccnc(NCc2csc(-c3ccccc3)n2)n1.Cl,Compound_5004
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,Compound_5005
C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)/C=C/C(C)C(C)C)CC(O)CC1O,Compound_5006
COc1cc(N2CCOCC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,Compound_5007
COc1ccc(Cn2c3ncnc4c(ncn4Cc4ccc(OC)cc4)c-3nc2=O)cc1,Compound_5008
N#Cc1ccc(C2=CC3C(NC(=O)c4cccnc4)=CN=C3N=C2)cc1,Compound_5009
O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12,Compound_5010
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,Compound_5011
Cc1ccc(Oc2nc3cc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)cc1C(=O)O,Compound_5012
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,Compound_5013
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,Compound_5014
CCC1NC(=O)N(c2ccc(Oc3ccc(C)c(OC)c3)nc2)C1=O,Compound_5015
N#C/C(=C\c1cccn1[S@SP1](=O)(=O)c1cccc([N+](=O)[O-])c1)[S@SP3](=O)(=O)c1ccc(F)cc1,Compound_5016
CC(=O)Nc1nc(C)c([S@SP3](=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,Compound_5017
CC(C)(C)C1NC(=O)OC2CCCC2OC/C=C/C(F)(F)c2nc3ccccc3nc2OC2CC(C(=O)NC3(C(=O)N[S@SP3](=O)(=O)C4(C)CC4)CC3C(F)F)N(C2)C1=O,Compound_5018
COc1ccc(/C=C2\CN(C)C/C(=C\C3=CN=C4C=CC=CC34)C2=O)cc1OC,Compound_5019
CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1,Compound_5020
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(CC1CCNC1=O)C(O)[S@SP3](=O)(=O)[O-].[Na+],Compound_5021
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1cccc[n+]1CC.[Cl-],Compound_5022
CC/C=C(\C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CSC12)c1csc(N)n1.Cl.O,Compound_5023
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC(O)C2)c(-c2ccn[nH]2)c1,Compound_5024
COC(=O)c1ccc(C(C2=CN=C3C=CC=CC23)C2=CN=C3C=CC=CC23)cc1,Compound_5025
COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,Compound_5026
COC(=O)C1=C(C(=O)OC)C2(C(Cc3ccc(C)cc3)Nc3ccccc3)C=CC1O2,Compound_5027
O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,Compound_5028
CCOc1ccc2c(-c3cccc(F)c3)nn(CC(=O)N(C)c3ccc4nc(C)oc4c3)c(=O)c2c1,Compound_5029
NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2.NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2.O.O.O,Compound_5030
O=C(Nc1cc(C(F)(F)F)ccc1N1CCN(Cc2ccccn2)CC1)c1ccc(-c2ccncc2)o1,Compound_5031
O=C(/C=C/c1cncc(F)c1)c1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O,Compound_5032
CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(C)=O,Compound_5033
NC(CCC(=O)O)C(=O)NC(CC1=CN=C2C=CC=CC12)C(=O)O,Compound_5034
COc1ccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc1,Compound_5035
Cl.O=C(NCCN1CCOCC1)Nc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1,Compound_5036
O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,Compound_5037
CC(=O)/C=C/c1ccc(O)c(O)c1,Compound_5038
